CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0.233533,1,2,2,0.186916,0.217391,20,20,1,1,1,12,7,7,7,5,16,0.083333,0.039474,3,3,1,11,0.031579,3,1,1,0,0,1,73,88,4,1,4,1,11,0,11,0,11,23,0,11,0,92,107,4,1,4,1,16,0,16,0,16,32,0,16,0,true
1,1,1,1,1,1,7,7,1,0,0,1,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,false
1,1,1,1,1,1,7,7,1,0,0,1,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,true
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,true
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,true
0,0,0,0,0,0,0,0,2,1,1,27,15,11,14,24,45,0.0625,0.016807,2,2,1,15,0.016807,2,1,1,0,0,1,117,147,5,0,5,0,21,0,15,0,21,59,0,15,0,117,147,5,0,5,0,21,0,15,0,21,59,0,15,0,true
0,0,0,0,0,0,0,0,1,2,2,21,16,5,8,17,29,0.1,0.033333,3,3,1,9,0.023077,3,1,1,0,0,1,87,106,7,7,7,7,12,0,9,0,12,40,0,9,0,127,151,8,9,8,9,17,0,13,0,17,58,0,13,0,true
0,0,0,0,0,0,0,0,1,1,1,5,6,1,1,3,7,0,0,0,0,0,4,0,0,1,1,0,0,1,23,28,1,2,1,2,4,0,3,0,4,10,0,3,0,23,28,1,2,1,2,4,0,3,0,4,10,0,3,0,false
0,0,0,0,0,0,0,0,1,3,3,4,6,1,0,4,5,0,0,0,0,0,2,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,1,0,1,8,0,1,0,17,17,0,0,0,0,1,0,1,0,1,8,0,1,0,false
0.321678,1,2,2,0.313869,0.32381,43,34,1,1,1,7,6,0,0,8,15,0,0,0,0,0,8,0,0,0,0,0,0,0,105,137,2,0,2,0,7,0,7,0,7,59,0,7,0,105,137,2,0,2,0,7,0,7,0,7,59,0,7,0,false
0.574257,2,10,2,0.395349,0.424242,17,14,1,1,1,12,0,1,4,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,33,43,1,1,1,1,6,0,6,1,6,12,0,6,1,33,43,1,1,1,1,6,0,6,1,6,12,0,6,1,false
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.250871,1,3,1,0.13253,0.147059,11,10,1,1,1,10,6,1,0,10,16,0,0,0,0,0,6,0,0,2,2,0,0,1,57,71,17,1,5,0,6,2,5,1,49,34,6,41,4,68,83,19,1,5,0,7,2,6,1,53,39,6,45,4,false
0,0,0,0,0,0,0,0,1,1,1,2,4,1,0,2,3,0,0,0,0,0,2,0,0,1,1,0,0,1,11,12,2,0,0,0,1,0,1,0,4,5,0,4,0,11,12,2,0,0,0,1,0,1,0,4,5,0,4,0,false
0.193029,1,3,1,0.102804,0.114943,11,10,1,2,2,14,7,1,0,12,18,0.333333,0.067568,5,5,2,4,0.054348,5,2,2,0,0,1,69,87,17,1,5,0,6,2,5,1,49,42,6,41,4,87,107,20,1,6,0,8,2,7,1,54,52,6,46,4,false
0,0,0,0,0,0,0,0,1,1,1,4,4,1,1,2,4,0,0,0,0,0,3,0,0,1,1,0,0,1,18,20,3,0,1,0,2,0,2,0,5,10,0,5,0,18,20,3,0,1,0,2,0,2,0,5,10,0,5,0,false
0.253676,1,2,1,0.178571,0.19697,15,13,1,2,2,10,6,1,0,10,16,0.333333,0.111111,7,7,2,4,0.09589,7,2,2,0,0,1,56,73,17,1,5,0,6,2,5,1,49,32,6,41,4,66,84,19,1,5,0,7,2,6,1,53,36,6,45,4,false
0,0,0,0,0,0,0,0,1,1,1,2,4,1,0,2,3,0,0,0,0,0,2,0,0,1,1,0,0,1,10,11,2,0,0,0,1,0,1,0,4,4,0,4,0,10,11,2,0,0,0,1,0,1,0,4,4,0,4,0,false
0.155405,1,2,1,0.12,0.127451,15,13,1,2,2,16,6,1,0,12,19,0.333333,0.058824,5,5,2,4,0.046729,5,2,2,0,0,1,80,100,17,1,5,0,7,2,5,1,50,51,6,41,4,102,125,20,1,6,0,9,2,7,1,55,63,6,46,4,false
0,0,0,0,0,0,0,0,1,3,3,6,4,1,1,3,5,0,0,0,0,0,3,0,0,1,1,0,0,1,22,25,3,0,1,0,2,0,2,0,5,12,0,5,0,22,25,3,0,1,0,2,0,2,0,5,12,0,5,0,false
0,0,0,0,0,0,0,0,2,3,3,22,6,10,18,4,14,0,0.029703,3,3,0,8,0.021277,3,1,1,4,4,1,98,123,12,1,10,0,10,4,7,3,43,53,4,36,3,138,170,14,1,12,0,15,4,12,3,51,70,4,44,3,false
0,0,0,0,0,0,0,0,1,2,2,3,4,1,0,3,4,0,0,0,0,0,2,0,0,1,1,0,0,1,16,19,2,0,0,0,1,0,1,0,4,8,0,4,0,16,19,2,0,0,0,1,0,1,0,4,8,0,4,0,false
0,0,0,0,0,0,0,0,1,2,2,6,1,6,1,1,5,0,0,0,0,0,5,0,0,0,0,5,5,0,24,28,2,0,2,0,4,0,4,0,4,9,0,4,0,24,28,2,0,2,0,4,0,4,0,4,9,0,4,0,false
0,0,0,0,0,0,0,0,2,1,1,6,6,0,0,10,15,0,0,0,0,0,6,0,0,0,0,0,0,0,41,52,2,0,2,0,5,0,5,0,5,19,0,5,0,46,57,2,0,2,0,7,0,7,0,7,20,0,7,0,false
0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,4,4,0,0,0,0,1,0,1,0,1,0,0,1,0,4,4,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,7,4,25,40,6,13,0,0,0,0,0,7,0,0,3,4,11,25,1,32,40,7,8,2,0,7,0,6,2,26,10,0,21,7,32,40,7,8,2,0,7,0,6,2,26,10,0,21,7,false
0.1566,1,5,1,0.140625,0.163636,18,18,2,2,2,23,18,3,13,18,31,0.076923,0.026549,3,3,1,12,0.026549,3,0,0,0,0,0,110,128,3,2,3,2,13,0,12,0,13,59,0,12,0,110,128,3,2,3,2,13,0,12,0,13,59,0,12,0,true
0.300971,1,1,1,0.264151,0.272727,14,12,2,0,0,4,8,0,0,14,18,0.2,0.06383,3,3,1,4,0.06383,3,0,0,0,0,0,44,53,2,0,2,0,4,0,4,0,4,26,0,4,0,44,53,2,0,2,0,4,0,4,0,4,26,0,4,0,false
0.228415,5,10,10,0.217484,0.228412,102,82,2,1,1,23,14,1,0,38,60,0.043478,0.018072,6,3,1,22,0.016438,6,0,0,0,0,0,326,432,2,0,2,0,22,0,22,0,22,249,0,22,0,359,469,3,1,3,1,27,0,27,1,27,264,0,27,1,false
0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,11,13,0,0,0,0,1,0,1,0,1,5,0,1,0,11,13,0,0,0,0,1,0,1,0,1,5,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,2,3,0,0,0,0,0,2,0,0,1,1,0,0,1,12,12,0,0,0,0,1,0,1,0,1,6,0,1,0,12,12,0,0,0,0,1,0,1,0,1,6,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,9,11,1,1,1,1,2,0,2,1,2,2,0,2,1,9,11,1,1,1,1,2,0,2,1,2,2,0,2,1,false
0.364351,3,7,7,0.343284,0.341772,69,54,2,1,1,12,11,1,0,22,32,0,0,0,0,0,11,0,0,0,0,0,0,0,140,181,3,0,3,0,10,0,10,0,10,102,0,10,0,158,201,3,0,3,0,11,0,11,0,11,115,0,11,0,false
0,0,0,0,0,0,0,0,1,1,1,2,6,0,0,8,9,0,0,0,0,0,2,0,0,0,0,0,0,0,20,22,0,0,0,0,1,0,1,0,1,13,0,1,0,20,22,0,0,0,0,1,0,1,0,1,13,0,1,0,false
0.395833,8,52,8,0.4,0.45,18,18,1,0,0,3,4,7,0,1,4,0,0,0,0,0,4,0,0,1,1,0,0,1,22,27,7,2,7,2,3,7,3,0,3,4,7,3,0,40,45,7,2,7,2,4,7,4,0,4,12,7,4,0,false
0.95,8,52,8,0.9,0.9,18,18,1,1,1,7,9,0,0,6,7,0,0,0,0,0,2,0,0,1,1,0,0,1,20,20,0,0,0,0,1,0,1,0,1,8,0,1,0,20,20,0,0,0,0,1,0,1,0,1,8,0,1,0,false
0.101322,1,1,1,0.08397,0.07767,11,8,2,0,0,8,8,0,0,18,26,0,0,0,0,0,9,0,0,0,0,0,0,0,94,122,2,0,2,0,8,0,8,0,8,63,0,8,0,103,131,2,0,2,0,9,0,9,0,9,68,0,9,0,false
0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,1,0,1,5,0,1,0,11,11,0,0,0,0,1,0,1,0,1,5,0,1,0,false
0.513369,4,7,7,0.447368,0.461538,68,54,2,0,0,10,8,0,0,14,24,0,0,0,0,0,11,0,0,0,0,0,0,0,117,152,3,0,3,0,10,0,10,0,10,80,0,10,0,117,152,3,0,3,0,10,0,10,0,10,80,0,10,0,false
0,0,0,0,0,0,0,0,1,1,1,6,11,0,0,19,23,0,0,0,0,0,5,0,0,0,0,0,0,0,64,79,3,0,3,0,4,0,4,0,4,41,0,4,0,64,79,3,0,3,0,4,0,4,0,4,41,0,4,0,false
0.47807,5,14,5,0.417085,0.414634,83,68,3,2,2,20,10,1,1,17,26,0,0.021429,3,0,0,8,0.017857,3,0,0,0,0,0,137,168,2,0,2,0,9,0,7,0,9,93,0,7,0,165,199,2,3,2,3,14,0,12,0,14,103,0,12,0,false
1,1,4,1,1,1,8,8,1,1,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,1,0,1,3,0,1,0,8,8,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,1,0,1,4,0,1,0,11,11,0,0,0,0,1,0,1,0,1,4,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,13,16,0,3,0,3,3,0,3,0,3,3,0,3,0,13,16,0,3,0,3,3,0,3,0,3,3,0,3,0,false
0,0,0,0,0,0,0,0,1,1,1,10,11,2,2,12,21,0,0,0,0,0,10,0,0,4,5,0,0,1,47,57,8,8,1,4,9,0,9,0,30,17,0,25,7,47,57,8,8,1,4,9,0,9,0,30,17,0,25,7,false
0,0,0,0,0,0,0,0,1,1,1,12,17,2,2,22,31,0,0,0,0,0,10,0,0,4,5,0,0,2,63,74,9,8,2,4,9,0,9,0,30,30,0,25,7,63,74,9,8,2,4,9,0,9,0,30,30,0,25,7,false
0,0,0,0,0,0,0,0,1,0,0,6,9,2,2,6,12,0,0,0,0,0,6,0,0,4,5,0,0,1,28,34,7,8,0,4,6,0,5,0,27,9,0,22,7,28,34,7,8,0,4,6,0,5,0,27,9,0,22,7,false
0,0,0,0,0,0,0,0,1,3,3,17,18,2,2,20,29,0,0,0,0,0,7,0,0,3,4,0,0,1,73,83,5,9,0,5,9,0,6,0,26,37,0,16,5,73,83,5,9,0,5,9,0,6,0,26,37,0,16,5,false
0,0,0,0,0,0,0,0,1,0,0,9,10,2,2,10,19,0,0,0,0,0,10,0,0,3,4,0,0,1,45,55,7,8,2,4,9,0,9,0,24,16,0,20,5,45,55,7,8,2,4,9,0,9,0,24,16,0,20,5,false
0,0,0,0,0,0,0,0,1,0,0,6,7,2,2,6,12,0,0,0,0,0,7,0,0,4,5,0,0,1,27,33,7,8,0,4,6,0,6,0,27,8,0,22,7,27,33,7,8,0,4,6,0,6,0,27,8,0,22,7,false
0.11588,4,17,4,0.131034,0.134454,19,16,1,6,2,26,29,9,6,19,35,0.058824,0.032258,3,3,1,16,0.02459,3,2,2,0,0,1,90,110,6,11,6,11,16,0,16,0,16,41,0,16,0,119,145,8,11,8,11,19,0,18,0,19,56,0,18,0,true
0.568421,4,17,4,0.542857,0.551724,19,16,1,1,1,7,0,1,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,29,35,2,0,2,0,3,0,2,0,3,15,0,2,0,29,35,2,0,2,0,3,0,2,0,3,15,0,2,0,false
0,0,0,0,0,0,0,0,1,2,2,32,17,3,14,15,29,0.2,0.058394,8,3,1,4,0.058394,8,0,0,0,0,0,129,152,9,4,9,4,14,0,4,1,14,67,0,4,1,129,152,9,4,9,4,14,0,4,1,14,67,0,4,1,true
0.111565,1,6,2,0.09417,0.102041,21,20,2,2,2,45,9,1,1,17,33,0.076923,0.029703,6,4,1,12,0.029703,6,0,0,0,0,0,196,223,5,3,5,3,16,0,12,1,16,109,0,12,1,196,223,5,3,5,3,16,0,12,1,16,109,0,12,1,true
0,0,0,0,0,0,0,0,2,1,1,5,2,2,8,2,6,0.5,0.166667,3,3,1,1,0.166667,3,3,3,2,2,1,15,19,2,4,0,1,4,0,1,0,12,4,0,5,0,15,19,2,4,0,1,4,0,1,0,12,4,0,5,0,false
0,0,0,0,0,0,0,0,1,0,0,5,9,1,1,8,13,0.166667,0.1,3,3,1,5,0.1,3,4,5,0,0,2,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,false
0.422629,2,10,4,0.326797,0.384615,50,50,2,1,1,28,10,1,1,13,35,0.045455,0.022556,3,3,1,21,0.022556,3,3,5,0,0,2,130,153,2,5,0,3,22,0,21,0,29,66,0,24,0,130,153,2,5,0,3,22,0,21,0,29,66,0,24,0,false
0.576779,1,6,2,0.405405,0.46875,30,30,2,1,1,14,13,1,1,12,22,0.1,0.044776,3,3,1,9,0.044776,3,3,5,0,0,2,64,74,2,4,0,2,10,0,9,0,17,35,0,12,0,64,74,2,4,0,2,10,0,9,0,17,35,0,12,0,false
0,0,0,0,0,0,0,0,1,1,1,10,12,6,41,15,23,0.25,0.068182,3,3,1,3,0.068182,3,2,2,4,6,1,41,50,2,4,2,2,8,0,3,0,10,18,0,5,0,41,50,2,4,2,2,8,0,3,0,10,18,0,5,0,false
0,0,0,0,0,0,0,0,2,1,1,14,9,1,1,8,19,0.090909,0.050847,3,3,1,10,0.050847,3,3,5,0,0,2,56,67,2,4,0,2,11,0,10,0,18,23,0,13,0,56,67,2,4,0,2,11,0,10,0,18,23,0,13,0,false
0,0,0,0,0,0,0,0,1,0,0,5,9,1,1,8,13,0.166667,0.1,3,3,1,5,0.1,3,4,5,0,0,2,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,false
0,0,0,0,0,0,0,0,2,1,1,7,7,4,4,2,8,0.2,0.085714,3,3,1,4,0.085714,3,1,2,2,2,2,32,39,2,1,2,1,6,0,4,1,7,11,0,5,1,32,39,2,1,2,1,6,0,4,1,7,11,0,5,1,false
0,0,0,0,0,0,0,0,0,5,3,13,4,1,1,7,10,0.333333,0.061225,3,3,1,2,0.061225,3,0,0,0,0,0,46,52,2,2,2,2,3,0,2,0,3,31,0,2,0,46,52,2,2,2,2,3,0,2,0,3,31,0,2,0,false
0,0,0,0,0,0,0,0,1,2,2,12,9,1,1,14,19,0,0,0,0,0,5,0,0,2,2,0,0,1,63,71,12,1,5,0,5,0,4,0,17,33,0,13,2,63,71,12,1,5,0,5,0,4,0,17,33,0,13,2,false
0,0,0,0,0,0,0,0,1,2,2,8,7,3,7,11,15,0,0.025641,1,0,0,3,0.025641,1,0,0,0,0,0,38,44,0,1,0,1,4,0,2,0,4,20,0,2,0,38,44,0,1,0,1,4,0,2,0,4,20,0,2,0,false
0,0,0,0,0,0,0,0,1,1,1,3,2,3,2,1,2,0.5,0.2,3,3,1,1,0.2,3,2,3,0,0,1,12,14,3,1,1,0,1,0,1,0,7,5,0,5,1,12,14,3,1,1,0,1,0,1,0,7,5,0,5,1,false
0,0,0,0,0,0,0,0,1,1,1,5,2,5,5,1,4,0.25,0.269231,7,7,1,3,0.269231,7,2,3,0,0,1,19,23,3,1,1,0,3,0,3,0,9,8,0,7,1,19,23,3,1,1,0,3,0,3,0,9,8,0,7,1,false
0,0,0,0,0,0,0,0,2,0,0,3,4,1,1,0,3,0.25,0.235294,4,4,1,3,0.235294,4,1,1,0,0,1,13,17,1,0,1,0,3,0,3,0,3,2,0,3,0,13,17,1,0,1,0,3,0,3,0,3,2,0,3,0,false
0,0,0,0,0,0,0,0,1,0,0,2,3,11,0,0,2,0,0,0,0,0,3,0,0,3,5,11,12,2,10,12,16,18,0,1,2,0,2,0,47,2,0,38,16,10,12,16,18,0,1,2,0,2,0,47,2,0,38,16,false
0,0,0,0,0,0,0,0,1,7,6,49,24,5,9,49,61,0,0.013761,3,0,0,8,0.013761,3,1,1,3,4,1,215,234,7,3,7,2,12,0,7,1,14,125,0,9,1,215,234,7,3,7,2,12,0,7,1,14,125,0,9,1,true
0,0,0,0,0,0,0,0,1,0,0,1,6,1,0,5,6,0,0,0,0,0,2,0,0,4,6,0,0,2,11,12,16,18,0,0,1,0,1,0,47,5,0,38,16,11,12,16,18,0,0,1,0,1,0,47,5,0,38,16,true
0,0,0,0,0,0,0,0,2,2,1,9,8,1,1,5,12,0,0,0,0,0,6,0,0,3,5,0,0,2,38,46,19,18,3,1,7,0,5,0,51,13,0,40,16,38,46,19,18,3,1,7,0,5,0,51,13,0,40,16,false
0,0,0,0,0,0,0,0,1,1,1,8,10,1,1,8,14,0,0,0,0,0,5,0,0,4,6,0,0,2,44,51,19,18,3,0,6,0,4,0,52,21,0,41,16,44,51,19,18,3,0,6,0,4,0,52,21,0,41,16,false
0.586207,9,60,9,0.55814,0.648649,24,24,1,0,0,2,2,5,0,0,2,0,0.052632,1,1,0,3,0.026316,1,1,1,0,0,1,18,24,8,1,7,1,2,7,2,0,2,2,8,2,0,37,43,8,1,7,1,3,7,3,0,3,10,8,3,0,false
1,9,60,9,1,1,21,21,1,1,1,7,9,0,0,5,6,0,0,0,0,0,2,0,0,1,1,0,0,1,21,21,0,0,0,0,1,0,1,0,1,8,0,1,0,21,21,0,0,0,0,1,0,1,0,1,8,0,1,0,false
0.346574,3,6,6,0.282421,0.294314,98,88,19,1,1,19,16,0,0,32,51,0.1,0.026846,8,7,2,18,0.026059,8,0,0,0,0,0,290,338,0,0,0,0,19,0,19,0,19,210,0,19,0,299,347,0,0,0,0,20,0,20,0,20,213,0,20,0,false
0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,11,11,0,0,0,0,1,0,1,0,1,3,0,1,0,11,11,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0.216993,1,2,2,0.107692,0.093333,21,14,1,2,2,14,12,0,0,14,23,0,0.019418,2,0,0,10,0.013158,2,1,1,0,0,1,101,133,2,1,0,0,9,0,9,0,42,67,0,38,0,150,195,5,1,3,0,21,0,21,0,54,81,0,50,0,false
0,0,0,0,0,0,0,0,3,2,2,5,3,0,0,0,3,0,0,0,0,0,4,0,0,1,1,0,0,1,19,23,1,0,1,0,3,0,3,0,3,6,0,3,0,19,23,1,0,1,0,3,0,3,0,3,6,0,3,0,false
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,2,0,1,0,6,6,0,0,0,0,1,0,1,0,1,2,0,1,0,false
0,0,0,0,0,0,0,0,2,0,0,5,4,1,0,0,5,0,0,0,0,0,6,0,0,2,2,0,0,1,17,23,1,0,1,0,5,0,5,0,5,4,0,5,0,17,23,1,0,1,0,5,0,5,0,5,4,0,5,0,false
0,0,0,0,0,0,0,0,2,0,0,3,3,1,0,0,3,0,0,0,0,0,4,0,0,1,1,0,0,1,11,14,1,0,1,0,3,0,3,0,3,2,0,3,0,11,14,1,0,1,0,3,0,3,0,3,2,0,3,0,false
0,0,0,0,0,0,0,0,1,0,0,6,4,1,1,5,11,0,0,0,0,0,7,0,0,1,1,0,0,1,26,33,1,3,1,3,6,0,6,0,6,6,0,6,0,26,33,1,3,1,3,6,0,6,0,6,6,0,6,0,false
0.014221,1,4,1,0.012071,0.013485,13,13,2,7,7,237,65,45,76,125,185,0.029412,0.031522,29,2,1,33,0.032128,32,2,5,0,0,4,891,1001,23,12,23,12,60,1,33,3,60,525,1,33,3,964,1077,23,12,23,12,68,1,41,3,68,569,1,41,3,true
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,true
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,true
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,true
0,0,0,0,0,0,0,0,1,4,4,5,4,0,0,5,6,0,0.130435,3,0,0,2,0.130435,3,0,0,0,0,0,20,23,0,0,0,0,1,0,1,0,1,12,0,1,0,20,23,0,0,0,0,1,0,1,0,1,12,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,1,2,2,7,12,0,0,12,13,0,0,0,0,0,2,0,0,0,0,0,0,0,35,35,0,0,0,0,1,0,1,0,1,24,0,1,0,35,35,0,0,0,0,1,0,1,0,1,24,0,1,0,true
0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,1,0,1,3,0,1,0,9,9,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,1,2,2,25,7,5,5,1,12,0,0,0,0,0,12,0,0,2,2,0,0,1,84,100,5,2,5,2,11,0,11,5,11,37,0,11,5,84,100,5,2,5,2,11,0,11,5,11,37,0,11,5,true
0,0,0,0,0,0,0,0,2,1,1,5,11,0,0,16,18,0.333333,0.061225,3,3,1,2,0.061225,3,0,0,0,0,0,46,56,0,0,0,0,2,0,2,0,2,37,0,2,0,46,56,0,0,0,0,2,0,2,0,2,37,0,2,0,false
0,0,0,0,0,0,0,0,1,5,5,19,15,1,1,32,37,0,0.027397,2,0,0,4,0.027397,2,5,7,0,0,2,71,83,20,18,1,0,5,0,3,0,60,38,0,45,16,71,83,20,18,1,0,5,0,3,0,60,38,0,45,16,true
0,0,0,0,0,0,0,0,1,0,0,3,4,2,0,0,3,0,0.066667,1,0,0,4,0.066667,1,4,7,0,0,3,14,18,16,20,0,2,3,0,3,0,49,2,0,40,16,14,18,16,20,0,2,3,0,3,0,49,2,0,40,16,false
0,0,0,0,0,0,0,0,2,2,2,12,9,1,1,10,17,0,0,0,0,0,6,0,0,3,5,0,0,2,42,50,18,18,2,1,7,0,5,0,51,15,0,40,16,42,50,18,18,2,1,7,0,5,0,51,15,0,40,16,false
0,0,0,0,0,0,0,0,1,0,0,11,5,7,14,6,17,0,0,0,0,0,12,0,0,1,1,1,1,1,68,80,6,6,6,6,11,0,11,0,11,34,0,11,0,68,80,6,6,6,6,11,0,11,0,11,34,0,11,0,false
0,0,0,0,0,0,0,0,1,1,1,12,7,7,7,9,18,0,0,0,0,0,10,0,0,2,2,0,0,2,67,77,9,9,3,3,9,0,9,1,18,39,0,18,1,67,77,9,9,3,3,9,0,9,1,18,39,0,18,1,false
0,0,0,0,0,0,0,0,2,0,0,7,7,1,2,5,12,0,0,0,0,0,6,0,0,4,6,0,0,2,33,41,17,19,1,1,7,0,5,0,53,12,0,42,16,33,41,17,19,1,1,7,0,5,0,53,12,0,42,16,true
0.23822,1,4,2,0.174497,0.184397,26,26,3,1,1,12,9,0,0,13,18,0.2,0.034884,3,3,1,4,0.020833,3,1,1,0,0,1,83,91,2,1,0,0,5,0,4,0,38,56,0,33,0,141,149,2,1,0,0,8,0,7,0,41,103,0,36,0,false
0.705426,1,2,1,0.541667,0.541667,13,13,1,2,2,3,7,0,0,12,13,0,0,0,0,0,2,0,0,0,0,0,0,0,24,24,0,0,0,0,1,0,1,0,1,19,0,1,0,24,24,0,0,0,0,1,0,1,0,1,19,0,1,0,false
0.583333,1,2,1,0.481481,0.481481,13,13,1,2,2,3,8,0,0,14,15,0,0,0,0,0,2,0,0,0,0,0,0,0,27,27,0,0,0,0,1,0,1,0,1,22,0,1,0,27,27,0,0,0,0,1,0,1,0,1,22,0,1,0,false
0,0,0,0,0,0,0,0,1,2,2,3,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,1,0,1,6,0,1,0,13,13,0,0,0,0,1,0,1,0,1,6,0,1,0,false
0,0,0,0,0,0,0,0,1,2,2,4,9,1,0,12,13,0,0,0,0,0,2,0,0,4,6,0,0,1,24,26,16,18,0,0,1,0,1,0,47,13,0,38,16,24,26,16,18,0,0,1,0,1,0,47,13,0,38,16,false
